ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Brands,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
837,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,26,,Color,Azul,,0,Modelo,iPhone 12 Pro Max,,0
838,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,27,,Color,Azul,,0,Modelo,iPhone 13 Pro,,0
839,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,28,,Color,Azul,,0,Modelo,iPhone 16,,0
840,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,29,,Color,Rosa,,0,Modelo,iPhone 12 / 12 Pro,,0
841,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,30,,Color,Rosa,,0,Modelo,iPhone 13 / 14,,0
842,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,31,,Color,Rosa,,0,Modelo,iPhone 14 Plus,,0
843,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,32,,Color,Rosa,,0,Modelo,iPhone 15,,0
844,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,33,,Color,Rosa,,0,Modelo,iPhone 15 Plus,,0
845,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,34,,Color,Rosa,,0,Modelo,iPhone 16,,0
846,variation,,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,id: 811,,,,,,35,,Color,Rosa,,0,Modelo,iPhone 16 Plus,,0
847,variable,,,Funda con soporte de anillo magsafe mate,1,0,visible,"Fabricada con plástico flexible de textura gomosa, proporciona un agarre seguro y cómodo. Los bordes de goma absorben impactos, garantizando resistencia a caídas, mientras que la parte trasera mate añade un toque moderno y discreto. Incluye un innovador anillo magnético MagSafe plegable de metal, integrado mediante una bisagra robusta permitiendo colocar el iPhone en posición horizontal y vertical sobre una superficie para disfrutar de videos o videollamadas. Una funda diseñada para quienes buscan practicidad, protección y un diseño todo en uno.",,,,taxable,,1,,,,,,,,,,,,,FUNDA,,,,,,,,,,,,0,,Color,"Negro, Gris, Gold",0,0,Modelo,"iPhone 12 / 12 Pro, iPhone 12 Pro Max, iPhone 13 / 14, iPhone 13 Pro, iPhone 13 Pro Max, iPhone 14 Pro, iPhone 14 Pro Max, iPhone 14 Plus, iPhone 15, iPhone 15 Pro, iPhone 15 Pro Max, iPhone 15 Plus, iPhone 16, iPhone 16 Pro, iPhone 16 Pro Max, iPhone 16 Plus",0,0
848,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,1,,Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0
849,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,2,,Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0
850,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,3,,Color,Negro,,0,Modelo,iPhone 13 / 14,,0
851,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,4,,Color,Negro,,0,Modelo,iPhone 13 Pro,,0
852,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,5,,Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0
853,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,6,,Color,Negro,,0,Modelo,iPhone 14 Pro,,0
854,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,7,,Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0
855,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,8,,Color,Negro,,0,Modelo,iPhone 14 Plus,,0
856,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,9,,Color,Negro,,0,Modelo,iPhone 15,,0
857,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,10,,Color,Negro,,0,Modelo,iPhone 15 Pro,,0
858,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,11,,Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0
859,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,12,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
860,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,13,,Color,Negro,,0,Modelo,iPhone 16,,0
861,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,14,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
862,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,15,,Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0
863,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,16,,Color,Negro,,0,Modelo,iPhone 16 Plus,,0
864,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,17,,Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0
865,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,18,,Color,Gris,,0,Modelo,iPhone 13 Pro,,0
866,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,19,,Color,Gris,,0,Modelo,iPhone 15 Pro,,0
867,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,20,,Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0
868,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,21,,Color,Gris,,0,Modelo,iPhone 16,,0
869,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,22,,Color,Gris,,0,Modelo,iPhone 16 Pro,,0
870,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,23,,Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0
871,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,24,,Color,Gold,,0,Modelo,iPhone 14 Pro,,0
872,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,25,,Color,Gold,,0,Modelo,iPhone 14 Pro Max,,0
873,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,26,,Color,Gold,,0,Modelo,iPhone 15 Pro,,0
874,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,27,,Color,Gold,,0,Modelo,iPhone 15 Pro Max,,0
875,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,28,,Color,Gold,,0,Modelo,iPhone 16 Pro,,0
876,variation,,,Funda con soporte de anillo magsafe mate,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id: 847,,,,,,29,,Color,Gold,,0,Modelo,iPhone 16 Pro Max,,0
