ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (g),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Swatches Attributes,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Meta: _wc_facebook_sync_enabled,Meta: fb_visibility,Meta: _wc_facebook_sync_enabled_v2,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Meta: fb_product_group_id,Meta: stackable_optimized_css,Meta: fb_product_item_id,Meta: fb_product_description,Meta: fb_rich_text_description,Meta: _wc_facebook_product_image_source,Meta: fb_brand,Meta: fb_mpn,Meta: fb_size,Meta: fb_color,Meta: fb_material,Meta: fb_pattern,Meta: fb_age_group,Meta: fb_gender,Meta: fb_product_condition,Meta: _wc_facebook_enhanced_catalog_attributes_storage_capacity,Meta: _wc_facebook_enhanced_catalog_attributes_screen_size,Meta: _wc_facebook_enhanced_catalog_attributes_operating_system,Meta: _wc_facebook_enhanced_catalog_attributes_model,Meta: _wc_facebook_enhanced_catalog_attributes_standard_features,Meta: _wc_facebook_enhanced_catalog_attributes_standby_time,Meta: _wc_facebook_enhanced_catalog_attributes_u_s_b_type,Meta: _wc_facebook_enhanced_catalog_attributes_talk_time,Meta: _wc_facebook_enhanced_catalog_attributes_u_s_b_technology,Meta: _wc_facebook_enhanced_catalog_attributes_video_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_length,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_material,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_width,Meta: _wc_facebook_enhanced_catalog_attributes_watch_case_shape,Meta: _wc_facebook_enhanced_catalog_attributes_sim_types,Meta: _wc_facebook_enhanced_catalog_attributes_rear_facing_camera_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_battery_life,Meta: _wc_facebook_enhanced_catalog_attributes_numberof_s_i_m_card_slots,Meta: _wc_facebook_enhanced_catalog_attributes_front_facing_camera_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_display_technology,Meta: _wc_facebook_enhanced_catalog_attributes_connector_type,Meta: _wc_facebook_enhanced_catalog_attributes_cellular_generation,Meta: _wc_facebook_enhanced_catalog_attributes_cellular_band,Meta: _wc_facebook_enhanced_catalog_attributes_cell_phone_service_provider,Meta: _wc_facebook_enhanced_catalog_attributes_bluetooth_technology,Meta: _wc_facebook_enhanced_catalog_attributes_watch_style,Meta: _thumbnail_ext_url,Meta: _wc_facebook_enhanced_catalog_attributes_color,Meta: _wc_facebook_enhanced_catalog_attributes_age_group,Meta: _wc_facebook_enhanced_catalog_attributes_size,Meta: _wc_facebook_enhanced_catalog_attributes_pattern,Meta: _wc_facebook_enhanced_catalog_attributes_material,Meta: _wc_facebook_enhanced_catalog_attributes_gender,Atributo por defecto 1,Atributo por defecto 2,Meta: fb_product_image,Meta: fb_product_price,Meta: fb_product_images
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Pro, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,28,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,yes,yes,,Color,Gris,,0,,,9472804312837355,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,29,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,yes,yes,,Color,Gris,,0,,,9015517845218974,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,30,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15,,0,yes,yes,,Color,Gris,,0,,,9378827512235886,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Plus, Gris",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,31,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Plus,,0,yes,yes,,Color,Gris,,0,,,29029304113384551,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Pro, Gris",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,32,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro,,0,yes,yes,,Color,Gris,,0,,,9767709013249262,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,33,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro Max,,0,yes,yes,,Color,Gris,,0,,,8625086820927092,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 e, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,34,,,,,Modelo,iPhone 16 e,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,35,,,,,Modelo,iPhone 16,,0,yes,yes,,Color,Gris,,0,,,9078674948905285,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Plus, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,36,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Plus,,0,yes,yes,,Color,Gris,,0,,,9310724495722874,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Pro, Gris",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,37,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,yes,yes,,Color,Gris,,0,,,9212612935534294,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,38,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,yes,yes,,Color,Gris,,0,,,9442251632536987,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Air, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,39,,,,,Modelo,iPhone 17 Air,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,40,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Pro, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,41,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Pro,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,42,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Pro Max,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 12 / 12 Pro, Negro",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,43,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,yes,yes,,Color,Negro,,0,,,9950339174985164,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 12 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,44,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,yes,yes,,Color,Negro,,0,,,"9,25414E+15",,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 / 14, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,45,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 / 14,,0,yes,yes,,Color,Negro,,0,,,24319893970933069,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 Pro, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,46,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro,,0,yes,yes,,Color,Negro,,0,,,23910109055260237,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,47,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9381935711854607,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Plus, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,48,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Plus,,0,yes,yes,,Color,Negro,,0,,,9664302010259821,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Pro, Negro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,49,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,yes,yes,,Color,Negro,,0,,,9592554850790438,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,50,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9811540895575337,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,51,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15,,0,yes,yes,,Color,Negro,,0,,,9765318286824326,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Plus, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,52,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Plus,,0,yes,yes,,Color,Negro,,0,,,9387967827939622,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Pro, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,53,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro,,0,yes,yes,,Color,Negro,,0,,,29108925438753801,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,54,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9546342928788822,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 e, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,55,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 e,,0,yes,yes,,Color,Negro,,0,,,,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,56,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16,,0,yes,yes,,Color,Negro,,0,,,23907115482226798,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Plus, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,57,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Plus,,0,yes,yes,,Color,Negro,,0,,,29018465417801689,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Pro, Negro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,58,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,yes,yes,,Color,Negro,,0,,,9559432904150607,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,59,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9429318437162818,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Air, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,60,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Air,,0,yes,yes,,Color,Negro,,0,,,,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,61,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17,,0,yes,yes,,Color,Negro,,0,,,,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Pro, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,62,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Pro,,0,yes,yes,,Color,Negro,,0,,,,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,63,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Pro Max,,0,yes,yes,,Color,Negro,,0,,,,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 14 Pro, Gold",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,24,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,yes,yes,,Color,Gold,,0,,,9953937494650972,,,product,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 14 Pro Max, Gold",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,25,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,yes,yes,,Color,Gold,,0,,,9865233870210327,,,product,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 15 Pro, Gold",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,26,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro,,0,yes,yes,,Color,Gold,,0,,,9653390354774197,,,product,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 15 Pro Max, Gold",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,27,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro Max,,0,yes,yes,,Color,Gold,,0,,,10039389052758764,,,product,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 16 Pro, Gold",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,28,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,yes,yes,,Color,Gold,,0,,,9454734821306779,,,product,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 16 Pro Max, Gold",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,29,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,yes,yes,,Color,Gold,,0,,,"9,45854E+15",,,product,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 12 / 12 Pro, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,17,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,yes,yes,,Color,Gris,,0,,,9406590749448799,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 13 Pro, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,18,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro,,0,yes,yes,,Color,Gris,,0,,,8947322005368086,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 15 Pro, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,19,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro,,0,yes,yes,,Color,Gris,,0,,,"9,41947E+15",,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 15 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,20,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro Max,,0,yes,yes,,Color,Gris,,0,,,9579952968785125,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 16, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-8.jpeg,,,IUKU0004,,,,,,21,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16,,0,yes,yes,,Color,Gris,,0,,,9738470326267684,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 16 Pro, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,22,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,yes,yes,,Color,Gris,,0,,,28976126855367961,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
