ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (g),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Swatches Attributes,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Meta: _wc_facebook_sync_enabled,Meta: fb_visibility,Meta: _wc_facebook_sync_enabled_v2,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Meta: fb_product_group_id,Meta: stackable_optimized_css,Meta: fb_product_item_id,Meta: fb_product_description,Meta: fb_rich_text_description,Meta: _wc_facebook_product_image_source,Meta: fb_brand,Meta: fb_mpn,Meta: fb_size,Meta: fb_color,Meta: fb_material,Meta: fb_pattern,Meta: fb_age_group,Meta: fb_gender,Meta: fb_product_condition,Meta: _wc_facebook_enhanced_catalog_attributes_storage_capacity,Meta: _wc_facebook_enhanced_catalog_attributes_screen_size,Meta: _wc_facebook_enhanced_catalog_attributes_operating_system,Meta: _wc_facebook_enhanced_catalog_attributes_model,Meta: _wc_facebook_enhanced_catalog_attributes_standard_features,Meta: _wc_facebook_enhanced_catalog_attributes_standby_time,Meta: _wc_facebook_enhanced_catalog_attributes_u_s_b_type,Meta: _wc_facebook_enhanced_catalog_attributes_talk_time,Meta: _wc_facebook_enhanced_catalog_attributes_u_s_b_technology,Meta: _wc_facebook_enhanced_catalog_attributes_video_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_length,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_material,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_width,Meta: _wc_facebook_enhanced_catalog_attributes_watch_case_shape,Meta: _wc_facebook_enhanced_catalog_attributes_sim_types,Meta: _wc_facebook_enhanced_catalog_attributes_rear_facing_camera_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_battery_life,Meta: _wc_facebook_enhanced_catalog_attributes_numberof_s_i_m_card_slots,Meta: _wc_facebook_enhanced_catalog_attributes_front_facing_camera_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_display_technology,Meta: _wc_facebook_enhanced_catalog_attributes_connector_type,Meta: _wc_facebook_enhanced_catalog_attributes_cellular_generation,Meta: _wc_facebook_enhanced_catalog_attributes_cellular_band,Meta: _wc_facebook_enhanced_catalog_attributes_cell_phone_service_provider,Meta: _wc_facebook_enhanced_catalog_attributes_bluetooth_technology,Meta: _wc_facebook_enhanced_catalog_attributes_watch_style,Meta: _thumbnail_ext_url,Meta: _wc_facebook_enhanced_catalog_attributes_color,Meta: _wc_facebook_enhanced_catalog_attributes_age_group,Meta: _wc_facebook_enhanced_catalog_attributes_size,Meta: _wc_facebook_enhanced_catalog_attributes_pattern,Meta: _wc_facebook_enhanced_catalog_attributes_material,Meta: _wc_facebook_enhanced_catalog_attributes_gender,Atributo por defecto 1,Atributo por defecto 2,Meta: fb_product_image,Meta: fb_product_price,Meta: fb_product_images
,variable,IUKU0007,,Mica de Cristal Templado Transparente,1,0,visible,"Su diseño transparente cubre completamente la pantalla, ofreciendo resistencia excepcional contra golpes, caídas, rayones y rasguños. Perfecta para mantener tu dispositivo impecable y protegido ante cualquier eventualidad.",,,,taxable,,1,,,0,0,,,,,0,,,,MICA,,,"https://iuku.store/wp-content/uploads/2025/05/Micas-de-ceramica-5.jpeg, https://iuku.store/wp-content/uploads/2025/05/Micas-de-ceramica-4.jpeg, https://iuku.store/wp-content/uploads/2025/03/Micas-de-pantalla-7.jpeg, https://iuku.store/wp-content/uploads/2025/03/Sin-titulo-3.jpg",,,,,,,,,0,,,,,Modelo,"iPhone 12 / 12 Pro, iPhone 12 Pro Max, iPhone 13 / 13 Pro / 14, iPhone 13 Pro Max, iPhone 14 Plus, iPhone 14 Pro, iPhone 14 Pro Max, iPhone 15 / 15 Pro / 16, iPhone 15 Plus / 15 Pro Max, iPhone 16 e, iPhone 16, iPhone 16 Pro, iPhone 16 Pro Max, iPhone 16 Plus, iPhone 17 Air,  iPhone 17, iPhone 17 Pro, iPhone 17 Pro Max",0,0,yes,yes,yes,,,,,8217389591719131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,IUKU0005,,Mica de Cristal Templado Acabado Mate,1,0,visible,"La mica de cristal templado con acabado mate mantiene tu pantalla libre de huellas y reflejos, ofreciendo una estética limpia, elegante y minimalista. Su diseño anti reflejos mejora la visibilidad en exteriores y protege eficazmente contra golpes, caídas y rasguños.",,,,taxable,,1,,,0,0,,,,,0,,,,MICA,,,"https://iuku.store/wp-content/uploads/2025/03/Micas-de-pantalla-6.jpeg, https://iuku.store/wp-content/uploads/2025/03/Sin-titulo-1.png, https://iuku.store/wp-content/uploads/2025/03/Micas-de-pantalla-3.jpeg",,,,,,,,,0,,,,,Modelo,"iPhone 12 / 12 Pro, iPhone 12 Pro Max, iPhone 13 / 13 Pro / 14, iPhone 13 Pro Max, iPhone 14 Plus, iPhone 14 Pro, iPhone 14 Pro Max",0,0,yes,yes,yes,,,,,9481767575242561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,IUKU0006,,Mica de Cristal Templado con Filtro de Privacidad,1,0,visible,"Su tecnología evita que el contenido sea visible desde ángulos laterales, manteniendo tu privacidad en todo momento. Ideal para quienes quieren una protección completa y, además, evitar miradas indiscretas: la mica antichismosos que necesitas.",,,,taxable,,1,1,,notify,0,,,,,0,,,,MICA,,,"https://iuku.store/wp-content/uploads/2025/05/Micas-de-ceramica-6.jpeg, https://iuku.store/wp-content/uploads/2025/03/Sin-titulo-2.jpg, https://iuku.store/wp-content/uploads/2025/05/Micas-de-ceramica-7.jpeg",,,,,,,,,0,,,,,Modelo,"iPhone 12 / 12 Pro, iPhone 12 Pro Max, iPhone 13 / 13 Pro / 14, iPhone 13 Pro Max, iPhone 14 Plus, iPhone 14 Pro, iPhone 14 Pro Max, iPhone 15 / 15 Pro / 16, iPhone 15 Plus / 15 Pro Max, iPhone 16 e, iPhone 16, iPhone 16 Pro, iPhone 16 Pro Max, iPhone 16 Plus, iPhone 17 Air,  iPhone 17, iPhone 17 Pro, iPhone 17 Pro Max",0,0,yes,yes,yes,,,,,9368625209858662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,IUKU0012,,Protector de Cerámica Individual para Lentes de Cámara,0,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,MICA,,,"https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-16.jpeg, https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-15.jpeg, https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-13.jpeg, https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-14.jpeg",,,,,,,,,0,,,,,Modelo,"iPhone 12 Pro / 12 Pro Max, iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max, iPhone 14 / 15 / 16 / 16 Plus",0,0,yes,yes,yes,Color,"Plateado, Negro, Gold",0,0,24153047230962850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max,Negro,,,
,variable,IUKU0008,,Protector de Cristal Templado para Módulo de Cámara,1,0,visible,"Protege el módulo de cámaras de tu iPhone con esta mica de cristal templado diseñada para brindar seguridad total. Su diseño de una sola pieza cubre completamente las lentes, mientras que los anillos negros integrados en el cristal reducen el exceso de luz para mejorar la calidad de tus fotografías en condiciones de alta luminosidad. Resistente a golpes, caídas y arañazos. Garantiza la protección de tus cámaras sin comprometer la nitidez de tus fotos.",,,,taxable,,1,,,0,0,,,,,0,,,,MICA,,,"https://iuku.store/wp-content/uploads/2025/05/Micas-de-ceramica-8.jpeg, https://iuku.store/wp-content/uploads/2025/05/Micas-de-ceramica-9.jpeg, https://iuku.store/wp-content/uploads/2025/05/Micas-de-ceramica-10.jpeg, https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-6-1.jpeg, https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-5-1.jpeg, https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-4-1.jpeg",,,,,,,,,0,,,,,Modelo,"iPhone 12, iPhone 12 Pro / 12 Pro Max, iPhone 13, iPhone 13 Pro / 13 Pro Max, iPhone 14 / 14 Plus, iPhone 14 Pro / 14 Pro Max, iPhone 15 / 15 Plus, iPhone 15 Pro / 15 Pro Max, iPhone 16 / 16 Plus, iPhone 16 e, iPhone 16 Pro, iPhone 16 Pro Max, iPhone 17 Air,  iPhone 17, iPhone 17 Pro, iPhone 17 Pro Max",0,0,yes,yes,yes,,,,,10028545203830509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,IUKU0019,,Funda Hielo Seco,1,0,visible,"<span class=""OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",,,,taxable,,1,,,0,0,,,,,0,,,,FUNDA,,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg, https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg, https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg, https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg, https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg, https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg, https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-4.jpeg",,,,,,,,,0,,,,,Modelo,"iPhone 15, iPhone 15 Pro, iPhone 15 Pro Max, iPhone 15 Plus, iPhone 16 e, iPhone 16, iPhone 16 Pro, iPhone 16 Pro Max, iPhone 16 Plus, iPhone 17 Air,  iPhone 17, iPhone 17 Pro, iPhone 17 Pro Max",1,0,yes,yes,yes,Color,"Blanco, Deep Blue, Purple, Q Pink, Negro",1,0,9951086948304185,,9951087428304137,,,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,IUKU0018,,Mica de Cerámica Acabado Mate,1,0,visible,"<div>
\n<div>
\n<div>
\n
\nLa mica de cerámica con acabado mate mantiene tu pantalla libre de huellas y reflejos, ofreciendo una estética limpia, elegante y minimalista. Su diseño anti reflejos mejora la visibilidad en exteriores y protege eficazmente contra rasguños.
\n
\n</div>
\n</div>
\n</div>",,,,taxable,,1,,,0,0,,,,,0,,,,MICA,,,"https://iuku.store/wp-content/uploads/2025/05/30-APC_0028.jpg, https://iuku.store/wp-content/uploads/2025/05/29-APC_0032.jpg, https://iuku.store/wp-content/uploads/2025/05/27-APC_0034.jpg, https://iuku.store/wp-content/uploads/2025/05/30-APC_0028.jpg",,,,,,,,,0,,,,,Modelo,"15 Pro, 15 Pro Max, 16 / 15 / 14 Pro, 16 Plus / 15 Plus / 14 Pro Max, 16 Pro, 16 Pro Max, iPhone 16 e, iPhone 17 Air,  iPhone 17, iPhone 17 Pro, iPhone 17 Pro Max",1,0,yes,yes,yes,,,,,9488234054619189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,Cartera Tejido Fino - Azul,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,249,299,,,,,,,IUKU0010,,,,,,3,,,,,Color,Azul,,0,,,,,,,,,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,Cartera Tejido Fino - Cafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0010,,,,,,2,,,,,Color,Cafe,,0,,,,,,,,,,,,,,,,,Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,Cartera Tejido Fino - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,,,,IUKU0010,,,,,,1,,,,,Color,Negro,,0,,,,,,,,,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,Cartera Tejido Fino - Purpura,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,249,299,,,,,,,IUKU0010,,,,,,4,,,,,Color,Purpura,,0,,,,,,,,,,,,,,,,,Purpura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,Cartera Tejido Fino - Rosa,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0010,,,,,,5,,,,,Color,Rosa,,0,,,,,,,,,,,,,,,,,Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 12 / 12 Pro, Blanco",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,1,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,yes,yes,,Color,Blanco,,0,,,9656397891073477,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 12 Pro Max, Blanco",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,2,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,yes,yes,,Color,Blanco,,0,,,29410066078607873,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 / 14, Blanco",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,3,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 / 14,,0,yes,yes,,Color,Blanco,,0,,,24073138532275639,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 Pro, Blanco",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-23.jpeg,,,IUKU0002,,,,,,4,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro,,0,yes,yes,,Color,Blanco,,0,,,9997346113631668,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 Pro Max, Blanco",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-23.jpeg,,,IUKU0002,,,,,,5,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max,,0,yes,yes,,Color,Blanco,,0,,,9491025537681783,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Plus, Blanco",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,6,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Plus,,0,yes,yes,,Color,Blanco,,0,,,8732923903476205,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Pro, Blanco",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-23.jpeg,,,IUKU0002,,,,,,7,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,yes,yes,,Color,Blanco,,0,,,"9,23074E+15",,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Pro Max, Blanco",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-23.jpeg,,,IUKU0002,,,,,,8,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,yes,yes,,Color,Blanco,,0,,,9884829854936084,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15, Blanco",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,9,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15,,0,yes,yes,,Color,Blanco,,0,,,29874325338833217,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Plus, Blanco",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,10,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Plus,,0,yes,yes,,Color,Blanco,,0,,,8917125548388021,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Pro, Blanco",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,11,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro,,0,yes,yes,,Color,Blanco,,0,,,29118388811143018,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 15 Pro Max, Blanco",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,12,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro Max,,0,yes,yes,,Color,Blanco,,0,,,9480008068786584,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 e, Blanco",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,13,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 e,,0,yes,yes,,Color,Blanco,,0,,,,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16, Blanco",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,14,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16,,0,yes,yes,,Color,Blanco,,0,,,24252208064379163,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Plus, Blanco",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,15,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Plus,,0,yes,yes,,Color,Blanco,,0,,,9663914946981258,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Pro, Blanco",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,16,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,yes,yes,,Color,Blanco,,0,,,9781949861924828,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 16 Pro Max, Blanco",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,17,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,yes,yes,,Color,Blanco,,0,,,9284387585017236,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Air, Blanco",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,18,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Air,,0,yes,yes,,Color,Blanco,,0,,,,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17, Blanco",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,19,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17,,0,yes,yes,,Color,Blanco,,0,,,,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Pro, Blanco",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,20,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Pro,,0,yes,yes,,Color,Blanco,,0,,,,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 17 Pro Max, Blanco",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,21,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Pro Max,,0,yes,yes,,Color,Blanco,,0,,,,,,product,,,,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 12 / 12 Pro, Gris",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,22,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,yes,yes,,Color,Gris,,0,,,29028019426813697,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 12 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,23,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,yes,yes,,Color,Gris,,0,,,9367536803281556,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 / 14, Gris",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,24,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 / 14,,0,yes,yes,,Color,Gris,,0,,,29966229722976363,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 Pro, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,25,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro,,0,yes,yes,,Color,Gris,,0,,,9748541131833522,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 13 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,26,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max,,0,yes,yes,,Color,Gris,,0,,,9352749454832258,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Transparente con Módulo de Metal - iPhone 14 Plus, Gris",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,27,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Plus,,0,yes,yes,,Color,Gris,,0,,,8812922715476007,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
